,Unnamed: 0,Unnamed: 0.1,row_i,thing, preferredLabel, index,cw_number,cw1_dateModified,cw1_category,cw2_dateModified,cw2_category,cw3_dateModified,cw3_category,cw4_dateModified,cw4_category,cw5_dateModified,cw5_category,cw6_dateModified,cw6_category,cw7_dateModified,cw7_category,cw8_dateModified,cw8_category,cw9_dateModified,cw9_category,cw10_dateModified,cw10_category,cw11_dateModified,cw11_category,cw12_dateModified,cw12_category,cw13_dateModified,cw13_category,cw14_dateModified,cw14_category,cw15_dateModified,cw15_category,cw16_dateModified,cw16_category,cw17_dateModified,cw17_category,cw18_dateModified,cw18_category,cw19_dateModified,cw19_category,cw20_dateModified,cw20_category,unique_categories,non_sport_categories,non_sport_category_count
169,169,169,169,08449ec0-069c-45ff-a3ac-0c3efccd4ec3, Dragons, http://www.bbc.co.uk/sport/rugby-union/teams/ng-dragons,20,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-01-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-10,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-05-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw3_category', 'cw9_category', 'cw12_category', 'cw19_category']",4
171,171,171,171,00dceb02-39fb-4fec-98e0-7ab3d00c94e7, Turkey, http://www.bbc.co.uk/sport/football/teams/turkey,20,2019-10-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-09,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-06,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2018-10-15,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2018-10-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-07-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-06-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-03-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-05-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-01-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-05-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-05-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-05-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-07-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-06-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2017-02-27,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2016-12-08,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2016-06-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-06-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2016-06-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw2_category', 'cw3_category', 'cw4_category', 'cw16_category', 'cw17_category']",5
174,174,174,174,ba6e1118-f874-054e-b159-b797c16e9250, Football, http://www.bbc.co.uk/sport/football,20,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw7_category', 'cw10_category', 'cw11_category', 'cw12_category', 'cw18_category']",5
175,175,175,175,6780f83f-a17a-e641-8ec8-226c285a5dbb, Southampton, http://www.bbc.co.uk/sport/football/teams/southampton,20,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-31,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-29,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,['cw7_category'],1
178,178,178,178,0d205538-c52e-41c7-a4a1-50efd6c1da59, Olympics, http://www.bbc.co.uk/sport/olympics,20,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-06-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,2019-05-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-31,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-31,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-30,http://www.bbc.co.uk/ontologies/applicationlogic-news/Feature,,"['cw1_category', 'cw2_category', 'cw3_category', 'cw4_category', 'cw6_category', 'cw7_category', 'cw8_category', 'cw10_category', 'cw12_category', 'cw15_category', 'cw16_category', 'cw17_category', 'cw18_category', 'cw20_category']",14
179,179,179,179,5fe62cde-d404-8045-be16-ddb66a00d393, Luton Town, http://www.bbc.co.uk/sport/football/teams/luton-town,20,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-18,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-05-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw1_category', 'cw3_category', 'cw5_category', 'cw11_category']",4
180,180,180,180,0987d977-e389-964b-bbb0-0390f4c7a899, Tennis, http://www.bbc.co.uk/sport/tennis,20,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw5_category', 'cw6_category', 'cw15_category']",3
184,184,184,184,d9b1cfa0-6653-4da5-ad13-f448475ff9c4, Thailand, http://www.bbc.co.uk/sport/football/teams/thailand,4,2019-06-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-11-06,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-02,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-01,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['cw3_category'],1
185,185,185,185,654f550c-0c2d-2341-a8f5-66e3a9ba28ba, Judo, http://www.bbc.co.uk/sport/judo,20,2019-10-30,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-09,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-02-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-29,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-23,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-07-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-14,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-07,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw1_category', 'cw6_category', 'cw14_category']",3
192,192,192,192,5ec63a0c-4a74-43d4-926c-c75789c078c1, India, http://www.bbc.co.uk/sport/cricket/teams/india,20,2019-11-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-01-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-17,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-04-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-29,http://www.bbc.co.uk/ontologies/applicationlogic-news/Explainer,,"['cw1_category', 'cw5_category', 'cw16_category', 'cw20_category']",4
195,195,195,195,869e0ec9-af00-4f2b-82b6-b760d69a4492, Darts, http://www.bbc.co.uk/sport/darts,20,2019-04-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-18,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-08,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-08,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-24,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-12-06,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-05-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-19,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-05-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw17_category', 'cw19_category']",2
197,197,197,197,31b669ff-ade5-452a-bbd4-3ed7e1f6f88b, Marseille, http://www.bbc.co.uk/sport/football/teams/marseille,20,2019-08-29,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-03,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-03,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-02,http://www.bbc.co.uk/ontologies/applicationlogic-programmes/Clip,2019-06-02,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-02,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-16,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-06-01,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-06-12,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-10-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-08-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-10-08,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,['cw8_category'],1
201,201,201,201,8dc0e127-325a-49d5-935b-f74439e3bf03, India, http://www.bbc.co.uk/sport/football/teams/india,4,2019-06-07,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-04,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-01-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-01,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['cw2_category'],1
202,202,202,202,f76d29fd-ea7c-4880-9b25-cb98acce6185, Borussia Dortmund, http://www.bbc.co.uk/sport/football/teams/borussia-dortmund,20,2019-12-11,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2019-09-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-11,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-31,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-10-19,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-07-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-05-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-10,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-09-17,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-02-09,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-31,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-29,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-23,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,['cw1_category'],1
205,205,205,205,73d6cb10-0fb9-4769-97e9-e3a5748e1ef7, Espanyol, http://www.bbc.co.uk/sport/football/teams/espanyol,20,2019-03-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-30,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-03-29,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-08-02,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-28,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2019-01-25,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-08-12,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-09-22,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-09-21,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-06-15,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-04-20,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-02-27,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-02-26,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-02-17,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2018-05-02,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,2018-04-02,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2018-01-29,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2018-01-17,http://www.bbc.co.uk/ontologies/applicationlogic-news/News,2018-01-13,http://www.bbc.co.uk/ontologies/applicationlogic-sport/News,,"['cw15_category', 'cw17_category', 'cw18_category', 'cw19_category']",4
